elvish,english
carpa-,to talk
carpa-,TO TALK
carpa-,To talk
carpa-,speak
carpa-,SPEAK
carpa-,Speak
carpa-,use tongue
carpa-,USE TONGUE
carpa-,Use tongue
carpassë,mouth-system; full organized language
carpassë,MOUTH-SYSTEM; FULL ORGANIZED LANGUAGE
carpassë,Mouth-system; full organized language
carpassë,including system
carpassë,INCLUDING SYSTEM
carpassë,Including system
carpassë,vocabulary
carpassë,VOCABULARY
carpassë,Vocabulary
carpassë,metre
carpassë,METRE
carpassë,Metre
carpassë,etc.
carpassë,ETC.
carpassë,Etc.
carrëa,tressure
carrëa,TRESSURE
carrëa,Tressure
cas,head
cas,HEAD
cas,Head
cára,head
cára,HEAD
cára,Head
Casar,Dwarf
Casar,dwarf
Casar,DWARF
cas(ta),to the top
cas(ta),TO THE TOP
cas(ta),To the top
castol(o),helmet
castol(o),HELMET
castol(o),Helmet
cat-,to shape
cat-,TO SHAPE
cat-,To shape
cat-,fashion
cat-,FASHION
cat-,Fashion
cauma,protection
cauma,PROTECTION
cauma,Protection
cauma,shelter; shield
cauma,SHELTER; SHIELD
cauma,Shelter; shield
cav-,to receive
cav-,TO RECEIVE
cav-,To receive
cam-,to receive
cam-,TO RECEIVE
cam-,To receive
cé¹,may (be)
cé¹,MAY (BE)
cé¹,May (be)
cëa,*hedge
cëa,*HEDGE
céla,maybe not
céla,MAYBE NOT
céla,Maybe not
celima,fluent
celima,FLUENT
celima,Fluent
celumë,flowing
celumë,FLOWING
celumë,Flowing
celumë,flood (tide)
celumë,FLOOD (TIDE)
celumë,Flood (tide)
celumë,stream
celumë,STREAM
celumë,Stream
celundë,welling forth
celundë,WELLING FORTH
celundë,Welling forth
celussë,freshet
celussë,FRESHET
celussë,Freshet
celussë,water falling out swiftly from a rocky spring
celussë,WATER FALLING OUT SWIFTLY FROM A ROCKY SPRING
celussë,Water falling out swiftly from a rocky spring
celva,animal
celva,ANIMAL
celva,Animal
celva,living thing that moves
celva,LIVING THING THAT MOVES
celva,Living thing that moves
cemen,the earth; earth
cemen,THE EARTH; EARTH
cemen,The earth; earth
cen,sight
cen,SIGHT
cen,Sight
cen-,to see
cen-,TO SEE
cen-,To see
cen-,behold
cen-,BEHOLD
cen-,Behold
cen-,look
cen-,LOOK
cen-,Look
cenasta,if it be so
cenasta,IF IT BE SO
cenasta,If it be so
cenasta,may be
cenasta,MAY BE
cenasta,May be
cenasta,perhaps
cenasta,PERHAPS
cenasta,Perhaps
cenasit,if it be so
cenasit,IF IT BE SO
cenasit,If it be so
cenasit,may be
cenasit,MAY BE
cenasit,May be
cenasit,perhaps
cenasit,PERHAPS
cenasit,Perhaps
cenda,inspection
cenda,INSPECTION
cenda,Inspection
cenda,reading
cenda,READING
cenda,Reading
cenda-,to watch (intensively)
cenda-,TO WATCH (INTENSIVELY)
cenda-,To watch (intensively)
cenda-,observe (for some time); to read
cenda-,OBSERVE (FOR SOME TIME); TO READ
cenda-,Observe (for some time); to read
cendë,point
cendë,POINT
cendë,Point
cendelë,face
cendelë,FACE
cendelë,Face
canwa²,face
canwa²,FACE
canwa²,Face
cénima,visible
cénima,VISIBLE
cénima,Visible
cenítë,seeing
cenítë,SEEING
cenítë,Seeing
cenítë,*able to see
cenítë,*ABLE TO SEE
centa,enquiry
centa,ENQUIRY
centa,Enquiry
centa,*essay
centa,*ESSAY
cenwa,?reading
cenwa,?READING
cenya,*seeing
cenya,*SEEING
Cermië,July
Cermië,july
Cermië,JULY
certa,rune
certa,RUNE
certa,Rune
ces-,to search
ces-,TO SEARCH
ces-,To search
ces-,examine (in order to find something)
ces-,EXAMINE (IN ORDER TO FIND SOMETHING)
ces-,Examine (in order to find something)
cesta-¹,to seek
cesta-¹,TO SEEK
cesta-¹,To seek
cesta-¹,search for
cesta-¹,SEARCH FOR
cesta-¹,Search for
cesta-²,to ask
cesta-²,TO ASK
cesta-²,To ask
cesya-,to cause interest
cesya-,TO CAUSE INTEREST
cesya-,To cause interest
cesya-,interest (oneself)
cesya-,INTEREST (ONESELF)
cesya-,Interest (oneself)
cesya-,(lit.) to cause one to enquire
cesya-,(LIT.) TO CAUSE ONE TO ENQUIRE
ceula,?alive (of vegetable)
ceula,?ALIVE (OF VEGETABLE)
ceulë,*renewal
ceulë,*RENEWAL
ceura,renewed
ceura,RENEWED
ceura,Renewed
ceurë,renewed
ceurë,RENEWED
ceurë,Renewed
ceuran,new-moon
ceuran,NEW-MOON
ceuran,New-moon
ceuranar,new sun after solstice
ceuranar,NEW SUN AFTER SOLSTICE
ceuranar,New sun after solstice
ceuta-,to renew
ceuta-,TO RENEW
ceuta-,To renew
ceuta-,refresh
ceuta-,REFRESH
ceuta-,Refresh
céva,fresh
céva,FRESH
céva,Fresh
céva,new
céva,NEW
céva,New
céva,renewed
céva,RENEWED
céva,Renewed
ceu,fresh
ceu,FRESH
ceu,Fresh
ceu,new
ceu,NEW
ceu,New
cilintilla,looking-glass
cilintilla,LOOKING-GLASS
cilintilla,Looking-glass
cilintír,looking-glass
cilintír,LOOKING-GLASS
cilintír,Looking-glass
cilinyul,drinking-vessel (made of glass)
cilinyul,DRINKING-VESSEL (MADE OF GLASS)
cilinyul,Drinking-vessel (made of glass)
cilmë,choice
cilmë,CHOICE
cilmë,Choice
cilmë,choosing
cilmë,CHOOSING
cilmë,Choosing
cilmessë,self-name
cilmessë,SELF-NAME
cilmessë,Self-name
címa,edge of a cutting weapon/tool
címa,EDGE OF A CUTTING WEAPON/TOOL
címa,Edge of a cutting weapon/tool
cimba,edge
cimba,EDGE
cimba,Edge
cimba,brink
cimba,BRINK
cimba,Brink
cinta,small
cinta,SMALL
cinta,Small
cir-,to cut
cir-,TO CUT
cir-,To cut
circa,sickle
circa,SICKLE
circa,Sickle
cirincë,scarlet-plumed species of bird
cirincë,SCARLET-PLUMED SPECIES OF BIRD
cirincë,Scarlet-plumed species of bird
cirma,knife
cirma,KNIFE
cirma,Knife
cirmacin,knife-edge
cirmacin,KNIFE-EDGE
cirmacin,Knife-edge
cirya¹,(sharp-prowed) ship; swift gliding
cirya¹,(SHARP-PROWED) SHIP; SWIFT GLIDING
cirya²,cleft
cirya²,CLEFT
cirya²,Cleft
cirya²,pass
cirya²,PASS
cirya²,Pass
ciryamo,mariner
ciryamo,MARINER
ciryamo,Mariner
ciryando,sailor
ciryando,SAILOR
ciryando,Sailor
ciryaquen,shipman
ciryaquen,SHIPMAN
ciryaquen,Shipman
ciryaquen,sailor
ciryaquen,SAILOR
ciryaquen,Sailor
ciryatan,shipbuilder
ciryatan,SHIPBUILDER
ciryatan,Shipbuilder
ciryatan,shipwright
ciryatan,SHIPWRIGHT
ciryatan,Shipwright
cíta-,to suppose
cíta-,TO SUPPOSE
cíta-,To suppose
ciuca,*thigh
ciuca,*THIGH
cyúca,*thigh
cyúca,*THIGH
cöa,house; outhouse
cöa,HOUSE; OUTHOUSE
cöa,House; outhouse
cöa,shed
cöa,SHED
cöa,Shed
cöa,hut
cöa,HUT
cöa,Hut
cöa,booth; building used for a dwelling
cöa,BOOTH; BUILDING USED FOR A DWELLING
cöa,Booth; building used for a dwelling
cöa,other purposes; †body
cöa,OTHER PURPOSES; †BODY
cöa,Other purposes; †body
cöacalina,light of the house
cöacalina,LIGHT OF THE HOUSE
cöacalina,Light of the house
cöacalina,indwelling spirit
cöacalina,INDWELLING SPIRIT
cöacalina,Indwelling spirit
coimas,life-bread
coimas,LIFE-BREAD
coimas,Life-bread
coimas,lembas
coimas,LEMBAS
coimas,Lembas
lerembas,bread taken on leaving home (for a long journey)
lerembas,BREAD TAKEN ON LEAVING HOME (FOR A LONG JOURNEY)
lerembas,Bread taken on leaving home (for a long journey)
coimen,life-year
coimen,LIFE-YEAR
coimen,Life-year
coirë,stirring
coirë,STIRRING
coirë,Stirring
coirë,early spring
coirë,EARLY SPRING
coirë,Early spring
coirëa,living
coirëa,LIVING
coirëa,Living
coita-,*to live
coita-,*TO LIVE
coita-,be alive
coita-,BE ALIVE
coita-,Be alive
coita-,have life
coita-,HAVE LIFE
coita-,Have life
coivië,life
coivië,LIFE
coivië,Life
coivë,life
coivë,LIFE
coivë,Life
cuivië²,life
cuivië²,LIFE
cuivië²,Life
col-,to bear
col-,TO BEAR
col-,To bear
col-,*carry
col-,*CARRY
col-,wear
col-,WEAR
col-,Wear
colba,*womb
colba,*WOMB
colbanavië,gestation
colbanavië,GESTATION
colbanavië,Gestation
colbanavië,*(lit.) womb-being
colbanavië,*(LIT.) WOMB-BEING
colbamarië,gestation
colbamarië,GESTATION
colbamarië,Gestation
colbamarië,*(lit.) womb-residence
colbamarië,*(LIT.) WOMB-RESIDENCE
cólima,bearable
cólima,BEARABLE
cólima,Bearable
cólima,light (of burdens and things comparable
cólima,LIGHT (OF BURDENS AND THINGS COMPARABLE
cólima,Light (of burdens and things comparable
cólima,troubles
cólima,TROUBLES
cólima,Troubles
cólima,labors
cólima,LABORS
cólima,Labors
cólima,afflications)
cólima,AFFLICATIONS)
cólima,Afflications)
colindo,bearer
colindo,BEARER
colindo,Bearer
colla,borne
colla,BORNE
colla,Borne
colla,worn; vestment
colla,WORN; VESTMENT
colla,Worn; vestment
colla,cloak
colla,CLOAK
colla,Cloak
collo,cloak
collo,CLOAK
collo,Cloak
cólo,burden
cólo,BURDEN
cólo,Burden
coloitë,capable of bearing
coloitë,CAPABLE OF BEARING
coloitë,Capable of bearing
coloitë,tolerant (of)
coloitë,TOLERANT (OF)
coloitë,Tolerant (of)
coloitë,enduring
coloitë,ENDURING
coloitë,Enduring
coloitië,endurance
coloitië,ENDURANCE
coloitië,Endurance
coloitië,staunchness
coloitië,STAUNCHNESS
coloitië,Staunchness
coloitië,fortitude
coloitië,FORTITUDE
coloitië,Fortitude
comya-,to collect
comya-,TO COLLECT
comya-,To collect
coranar,(solar) year
coranar,(SOLAR) YEAR
coranar,(lit.) sun-round
coranar,(LIT.) SUN-ROUND
corma,ring
corma,RING
corma,Ring
coron,mound
coron,MOUND
coron,Mound
corto,circle
corto,CIRCLE
corto,Circle
cotto,*enemy
cotto,*ENEMY
cuima,creature
cuima,CREATURE
cuima,Creature
cuima,animal
cuima,ANIMAL
cuima,Animal
cuiva,animal
cuiva,ANIMAL
cuiva,Animal
cuita-,to live
cuita-,TO LIVE
cuita-,To live
cuivië¹,awakening
cuivië¹,AWAKENING
cuivië¹,Awakening
cuivë,awakening
cuivë,AWAKENING
cuivë,Awakening
culumalda,laburnum
culumalda,LABURNUM
culumalda,Laburnum
culumalda,*(lit.) orange-tree
culumalda,*(LIT.) ORANGE-TREE
cúna,bent
cúna,BENT
cúna,Bent
cúna,curved
cúna,CURVED
cúna,Curved
cúna-,to bend
cúna-,TO BEND
cúna-,To bend
cundo,lord
cundo,LORD
cundo,Lord
cundo,guardian
cundo,GUARDIAN
cundo,Guardian
condo,lord
condo,LORD
condo,Lord
cunya-,to rule
cunya-,TO RULE
cunya-,To rule
cunta-,to rule
cunta-,TO RULE
cunta-,To rule
curo,skillful (?device)
curo,SKILLFUL (?DEVICE)
curo,Skillful (?device)
curu,skill
curu,SKILL
curu,Skill
curwë,skill of the hand
curwë,SKILL OF THE HAND
curwë,Skill of the hand
curwë,technical skill and invention
curwë,TECHNICAL SKILL AND INVENTION
curwë,Technical skill and invention
cuv-,to conceal
cuv-,TO CONCEAL
cuv-,To conceal
cuv-,hide
cuv-,HIDE
cuv-,Hide
cúvima,concealable
cúvima,CONCEALABLE
cúvima,Concealable
cuvo,hider
cuvo,HIDER
cuvo,Hider
cuvoitë,hiding
cuvoitë,HIDING
cuvoitë,Hiding
cuvoitë,secretive; treacherous
cuvoitë,SECRETIVE; TREACHEROUS
cuvoitë,Secretive; treacherous
Eä,Creation
Eä,creation
Eä,CREATION
Eä,the (Material) Universe
Eä,the (material) universe
Eä,THE (MATERIAL) UNIVERSE
Eä,The (material) universe
Eä,Cosmos
Eä,cosmos
Eä,COSMOS
Eä,World; it is
Eä,world; it is
Eä,WORLD; IT IS
Eä,let it be
Eä,LET IT BE
Eä,Let it be
ëa-,to be
ëa-,TO BE
ëa-,To be
ëa-,exist
ëa-,EXIST
ëa-,Exist
ëala,spirit (not incarnate)
ëala,SPIRIT (NOT INCARNATE)
ëala,Spirit (not incarnate)
ëala,being
ëala,BEING
ëala,Being
ëar,sea
ëar,SEA
ëar,Sea
ëar,great sea
ëar,GREAT SEA
ëar,Great sea
ëaren,ocean
ëaren,OCEAN
ëaren,Ocean
ëaren,great sea
ëaren,GREAT SEA
ëaren,Great sea
eäron,ocean
eäron,OCEAN
eäron,Ocean
eäron,great sea
eäron,GREAT SEA
eäron,Great sea
ëarendur,(professional) mariner
ëarendur,(PROFESSIONAL) MARINER
Eärenya,Sea-day
Eärenya,sea-day
Eärenya,SEA-DAY
Eärenya,*Thursday
Eärenya,*thursday
Eärenya,*THURSDAY
Eärenya,*thursday
ëarráman,great ship for sailing on the Great Sea
ëarráman,great ship for sailing on the great sea
ëarráman,GREAT SHIP FOR SAILING ON THE GREAT SEA
ëarráman,Great ship for sailing on the great sea
ec-,to have a chance of; may
ec-,TO HAVE A CHANCE OF; MAY
ec-,To have a chance of; may
ec-,can
ec-,CAN
ec-,Can
ecces-,to find out
ecces-,TO FIND OUT
ecces-,To find out
ecces-,bring out by examining
ecces-,BRING OUT BY EXAMINING
ecces-,Bring out by examining
ecces-,eyeing[?]
ecces-,EYEING[?]
ecces-,Eyeing[?]
ecellë,urchin
ecellë,URCHIN
ecellë,Urchin
ecellë,hedgehog
ecellë,HEDGEHOG
ecellë,Hedgehog
ecet,short stabbing sword
ecet,SHORT STABBING SWORD
ecet,Short stabbing sword
ehtelë,spring
ehtelë,SPRING
ehtelë,Spring
ehtelë,issue of water
ehtelë,ISSUE OF WATER
ehtelë,Issue of water
él,star
él,STAR
él,Star
Elda,Elf
Elda,elf
Elda,ELF
Elda,(lit.) one of the Star-folk
Elda,(lit.) one of the star-folk
Elda,(LIT.) ONE OF THE STAR-FOLK
Elda,(lit.) one of the star-folk
Eldalië,People of the Elves
Eldalië,people of the elves
Eldalië,PEOPLE OF THE ELVES
Eldalië,People of the elves
Eldalië,Elven-folk
Eldalië,elven-folk
Eldalië,ELVEN-FOLK
elen,star
elen,STAR
elen,Star
Elenya,Saturday
Elenya,saturday
Elenya,SATURDAY
Elenya,*Star-day
Elenya,*star-day
Elenya,*STAR-DAY
Elenya,*star-day
elenya,adjective referring to the stars
elenya,ADJECTIVE REFERRING TO THE STARS
elenya,Adjective referring to the stars
elenya,*of the stars
elenya,*OF THE STARS
elenya,stellar
elenya,STELLAR
elenya,Stellar
elp-,to anoint
elp-,TO ANOINT
elp-,To anoint
elvëa,starlike
elvëa,STARLIKE
elvëa,Starlike
emel,love [abstract]
emel,LOVE [ABSTRACT]
emel,Love [abstract]
emer-,?to herd (sheep)
emer-,?TO HERD (SHEEP)
emerwen,shepherdess
emerwen,SHEPHERDESS
emerwen,Shepherdess
emma,*picture
emma,*PICTURE
en,then soon
en,THEN SOON
en,Then soon
enya,then soon
enya,THEN SOON
enya,Then soon
en(a),still
en(a),STILL
en(a),Still
enda,heart; centre
enda,HEART; CENTRE
enda,Heart; centre
endë,centre
endë,CENTRE
endë,Centre
endë,middle
endë,MIDDLE
endë,Middle
entë²,centre
entë²,CENTRE
entë²,Centre
endëa,middle
endëa,MIDDLE
endëa,Middle
enelmo,go-between
enelmo,GO-BETWEEN
enelmo,Go-between
enelmo,intervener
enelmo,INTERVENER
enelmo,Intervener
enelmo,intermediary
enelmo,INTERMEDIARY
enelmo,Intermediary
enelmo,mediator
enelmo,MEDIATOR
enelmo,Mediator
engë,ago
engë,AGO
engë,Ago
engë,in the past
engë,IN THE PAST
engë,In the past
engwa,sickly
engwa,SICKLY
engwa,Sickly
engwë,thing [that exists]
engwë,THING [THAT EXISTS]
engwë,Thing [that exists]
enquanta-,to refill
enquanta-,TO REFILL
enquanta-,To refill
enquet-,to repeat
enquet-,TO REPEAT
enquet-,To repeat
enquet-,say again
enquet-,SAY AGAIN
enquet-,Say again
ataquetië,saying again
ataquetië,SAYING AGAIN
ataquetië,Saying again
ataquetië,repetition
ataquetië,REPETITION
ataquetië,Repetition
enquië,Elvish week of six days
enquië,elvish week of six days
enquië,ELVISH WEEK OF SIX DAYS
enta,another
enta,ANOTHER
enta,Another
enta,one more
enta,ONE MORE
enta,One more
entar,tomorrow
entar,TOMORROW
entar,Tomorrow
entë¹,moreover
entë¹,MOREOVER
entë¹,Moreover
entë¹,further(more)
entë¹,FURTHER(MORE)
entë¹,Further(more)
entë¹,what is more
entë¹,WHAT IS MORE
entë¹,What is more
entul-,to come again
entul-,TO COME AGAIN
entul-,To come again
entul-,return
entul-,RETURN
entul-,Return
entulessë,return
entulessë,RETURN
entulessë,Return
entya,central
entya,CENTRAL
entya,Central
entya,middle
entya,MIDDLE
entya,Middle
envinyata-,to renew
envinyata-,TO RENEW
envinyata-,To renew
envinyata-,heal
envinyata-,HEAL
envinyata-,Heal
enwa,yet
enwa,YET
enwa,Yet
enwina,old
enwina,OLD
enwina,Old
enyal-,to recall
enyal-,TO RECALL
enyal-,To recall
enyalië,memory
enyalië,MEMORY
enyalië,Memory
enyalië,(lit.) recalling
enyalië,(LIT.) RECALLING
epessë,after-name
epessë,AFTER-NAME
epessë,After-name
ep(e)ta,following that
ep(e)ta,FOLLOWING THAT
ep(e)ta,Following that
ep(e)ta,thereupon
ep(e)ta,THEREUPON
ep(e)ta,Thereupon
ep(e)ta,thence
ep(e)ta,THENCE
ep(e)ta,Thence
ep(e)ta,whereupon
ep(e)ta,WHEREUPON
ep(e)ta,Whereupon
equë,say
equë,SAY
equë,Say
equë,says
equë,SAYS
equë,Says
equë,said
equë,SAID
equë,Said
eques,saying
eques,SAYING
eques,Saying
eques,(current
eques,(CURRENT
eques,proverbial) dictum
eques,PROVERBIAL) DICTUM
eques,Proverbial) dictum
eques,quotation from someone’s uttered words
eques,QUOTATION FROM SOMEONE’S UTTERED WORDS
eques,Quotation from someone’s uttered words
erdë,singularity
erdë,SINGULARITY
erdë,Singularity
eressë,solitude
eressë,SOLITUDE
eressë,Solitude
eressë,separation
eressë,SEPARATION
eressë,Separation
eressë,isolation
eressë,ISOLATION
eressë,Isolation
eressëa,lonely
eressëa,LONELY
eressëa,Lonely
erinqua,single
erinqua,SINGLE
erinqua,Single
erinqua,alone
erinqua,ALONE
erinqua,Alone
erma,(physical) matter
erma,(PHYSICAL) MATTER
hrón,matter
hrón,MATTER
hrón,Matter
hrón,substance
hrón,SUBSTANCE
hrón,Substance
hrón,flesh; body
hrón,FLESH; BODY
hrón,Flesh; body
orma,(physical) matter
orma,(PHYSICAL) MATTER
Eru,The One
Eru,the one
Eru,THE ONE
Eru,The one
Eru,God
Eru,god
Eru,GOD
Eruva,divine
Eruva,DIVINE
Eruva,Divine
essë¹,name
essë¹,NAME
essë¹,Name
estat-,to distribute in even portions
estat-,TO DISTRIBUTE IN EVEN PORTIONS
estat-,To distribute in even portions
etsat-,to distribute in even portions
etsat-,TO DISTRIBUTE IN EVEN PORTIONS
etsat-,To distribute in even portions
estel,hope
estel,HOPE
estel,Hope
estel,trust
estel,TRUST
estel,Trust
estel,*faith
estel,*FAITH
estirnë,brow
estirnë,BROW
estirnë,Brow
etelehta-,*to deliver
etelehta-,*TO DELIVER
etelehta-,(lit.) free from
etelehta-,(LIT.) FREE FROM
eterúna-,*to deliver
eterúna-,*TO DELIVER
eterúna-,(lit.) free from
eterúna-,(LIT.) FREE FROM
eteminya,prominent
eteminya,PROMINENT
eteminya,Prominent
ethenta-,to read aloud
ethenta-,TO READ ALOUD
ethenta-,To read aloud
etsurya-,to go out
etsurya-,TO GO OUT
etsurya-,To go out
etya,exiled
etya,EXILED
etya,Exiled
fá¹,*ray of light
fá¹,*RAY OF LIGHT
fá¹,flame
fá¹,FLAME
fá¹,Flame
fai,*before of time
fai,*BEFORE OF TIME
faila,fair-minded
faila,FAIR-MINDED
faila,Fair-minded
faila,just
faila,JUST
faila,Just
faila,generous
faila,GENEROUS
faila,Generous
fairë,spirit (disembodied)
fairë,SPIRIT (DISEMBODIED)
fairë,Spirit (disembodied)
fairë,phantom; †radiance
fairë,PHANTOM; †RADIANCE
fairë,Phantom; †radiance
falassë,(wave-beaten) shore
falassë,(WAVE-BEATEN) SHORE
falassë,seashore
falassë,SEASHORE
falassë,Seashore
falassë,line of surf
falassë,LINE OF SURF
falassë,Line of surf
falasta-,to foam
falasta-,TO FOAM
falasta-,To foam
falasta-,surge
falasta-,SURGE
falasta-,Surge
falma,(crested
falma,(CRESTED
falma,foaming) wave
falma,FOAMING) WAVE
falma,Foaming) wave
falma,breaker
falma,BREAKER
falma,Breaker
fana,raiment
fana,RAIMENT
fana,Raiment
fana,veil; (bright) shape
fana,VEIL; (BRIGHT) SHAPE
fana,Veil; (bright) shape
fana,figure; bodily form of an angelic spirit
fana,FIGURE; BODILY FORM OF AN ANGELIC SPIRIT
fana,Figure; bodily form of an angelic spirit
fána,white
fána,WHITE
fána,White
fánë,white
fánë,WHITE
fánë,White
fanga,beard
fanga,BEARD
fanga,Beard
fanta-,to veil
fanta-,TO VEIL
fanta-,To veil
fanta-,cloak
fanta-,CLOAK
fanta-,Cloak
fanta-,mantle
fanta-,MANTLE
fanta-,Mantle
fantercenya,perspicacious
fantercenya,PERSPICACIOUS
fantercenya,Perspicacious
fantercenya,penetrating of sight
fantercenya,PENETRATING OF SIGHT
fantercenya,Penetrating of sight
fantercenya,understanding
fantercenya,UNDERSTANDING
fantercenya,Understanding
fanto,whale
fanto,WHALE
fanto,Whale
fanwa,veil
fanwa,VEIL
fanwa,Veil
fanwa,screen
fanwa,SCREEN
fanwa,Screen
fanwë,vapour
fanwë,VAPOUR
fanwë,Vapour
fanwë,steam
fanwë,STEAM
fanwë,Steam
fanya,(white) cloud
fanya,(WHITE) CLOUD
fanya,white and shining [thing]
fanya,WHITE AND SHINING [THING]
fanya,White and shining [thing]
fanyarë,the skies (not heaven
fanyarë,THE SKIES (NOT HEAVEN
fanyarë,The skies (not heaven
fanyarë,firmament)
fanyarë,FIRMAMENT)
fanyarë,Firmament)
fanyarë,the upper airs and clouds
fanyarë,THE UPPER AIRS AND CLOUDS
fanyarë,The upper airs and clouds
fara-,to hunt
fara-,TO HUNT
fara-,To hunt
faralë,hunting
faralë,HUNTING
faralë,Hunting
farnë,ash
farnë,ASH
farnë,Ash
farnë,rowan
farnë,ROWAN
farnë,Rowan
fëa,(indwelling
fëa,(INDWELLING
fëa,incarnate) spirit
fëa,INCARNATE) SPIRIT
fëa,Incarnate) spirit
fëa,soul
fëa,SOUL
fëa,Soul
fëafelmë,*spirit-impulse
fëafelmë,*SPIRIT-IMPULSE
felco,cave
felco,CAVE
felco,Cave
felco,mine
felco,MINE
felco,Mine
felco,underground dwelling
felco,UNDERGROUND DWELLING
felco,Underground dwelling
felmë,*impulse
felmë,*IMPULSE
felmë,emotion
felmë,EMOTION
felmë,Emotion
felya,mine
felya,MINE
felya,Mine
felya,boring
felya,BORING
felya,Boring
felya,tunnel
felya,TUNNEL
felya,Tunnel
felya,underground dwel[ling]
felya,UNDERGROUND DWEL[LING]
felya,Underground dwel[ling]
fendë,door
fendë,DOOR
fendë,Door
fenna,door
fenna,DOOR
fenna,Door
fenta-,to begin
fenta-,TO BEGIN
fenta-,To begin
férima,ready to hand
férima,READY TO HAND
férima,Ready to hand
férima,(quickly) available
férima,(QUICKLY) AVAILABLE
ferya-,to make ready (promptly)
ferya-,TO MAKE READY (PROMPTLY)
ferya-,To make ready (promptly)
fifíru-,to slowly fade away
fifíru-,TO SLOWLY FADE AWAY
fifíru-,To slowly fade away
filincë,finch
filincë,FINCH
filincë,Finch
fimbë,slender
fimbë,SLENDER
fimbë,Slender
finca¹,clever (in petty ways)
finca¹,CLEVER (IN PETTY WAYS)
finca¹,Clever (in petty ways)
finda¹,having hair
finda¹,HAVING HAIR
finda¹,Having hair
finda¹,-haired
finda¹,-HAIRED
finda²,fine and delicately made
finda²,FINE AND DELICATELY MADE
finda²,Fine and delicately made
findë,hair (especially of the head)
findë,HAIR (ESPECIALLY OF THE HEAD)
findë,Hair (especially of the head)
findë,tress
findë,TRESS
findë,Tress
findë,plait of hair
findë,PLAIT OF HAIR
findë,Plait of hair
findelë,tress
findelë,TRESS
findelë,Tress
findelë,lock [of hair]
findelë,LOCK [OF HAIR]
findelë,Lock [of hair]
findessë,head of hair
findessë,HEAD OF HAIR
findessë,Head of hair
findessë,person’s hair as a whole
findessë,PERSON’S HAIR AS A WHOLE
findessë,Person’s hair as a whole
findilë,head of hair
findilë,HEAD OF HAIR
findilë,Head of hair
finë,(single) hair
finë,(SINGLE) HAIR
finë,filament
finë,FILAMENT
finë,Filament
fínë,dexterity
fínë,DEXTERITY
fínë,Dexterity
fínëa,dexterous
fínëa,DEXTEROUS
fínëa,Dexterous
finta-,to make
finta-,TO MAKE
finta-,To make
finta-,finish off
finta-,FINISH OFF
finta-,Finish off
finta-,decorate a thing with delicate work; to show skill
finta-,DECORATE A THING WITH DELICATE WORK; TO SHOW SKILL
